datetime_beginning_utc,datetime_beginning_ept,ancillary_service,unit,value,row_is_current,version_nbr
9/11/2024 5:00:00 AM,9/11/2024 1:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/11/2024 6:00:00 AM,9/11/2024 2:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/11/2024 7:00:00 AM,9/11/2024 3:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/11/2024 8:00:00 AM,9/11/2024 4:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/11/2024 9:00:00 AM,9/11/2024 5:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/11/2024 10:00:00 AM,9/11/2024 6:00:00 AM,RTO Synchronized Reserve,Price,4.800000,True,1
9/11/2024 11:00:00 AM,9/11/2024 7:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/11/2024 12:00:00 PM,9/11/2024 8:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/11/2024 1:00:00 PM,9/11/2024 9:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/11/2024 2:00:00 PM,9/11/2024 10:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/11/2024 3:00:00 PM,9/11/2024 11:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/11/2024 4:00:00 PM,9/11/2024 12:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/11/2024 5:00:00 PM,9/11/2024 1:00:00 PM,RTO Synchronized Reserve,Price,0.010000,True,1
9/11/2024 6:00:00 PM,9/11/2024 2:00:00 PM,RTO Synchronized Reserve,Price,0.020000,True,1
9/11/2024 7:00:00 PM,9/11/2024 3:00:00 PM,RTO Synchronized Reserve,Price,5.420000,True,1
9/11/2024 8:00:00 PM,9/11/2024 4:00:00 PM,RTO Synchronized Reserve,Price,2.790000,True,1
9/11/2024 9:00:00 PM,9/11/2024 5:00:00 PM,RTO Synchronized Reserve,Price,12.630000,True,1
9/11/2024 10:00:00 PM,9/11/2024 6:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/11/2024 11:00:00 PM,9/11/2024 7:00:00 PM,RTO Synchronized Reserve,Price,10.140000,True,1
9/12/2024 12:00:00 AM,9/11/2024 8:00:00 PM,RTO Synchronized Reserve,Price,1.040000,True,1
9/12/2024 1:00:00 AM,9/11/2024 9:00:00 PM,RTO Synchronized Reserve,Price,1.390000,True,1
9/12/2024 2:00:00 AM,9/11/2024 10:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/12/2024 3:00:00 AM,9/11/2024 11:00:00 PM,RTO Synchronized Reserve,Price,0.460000,True,1
9/12/2024 4:00:00 AM,9/12/2024 12:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/12/2024 5:00:00 AM,9/12/2024 1:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/12/2024 6:00:00 AM,9/12/2024 2:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/12/2024 7:00:00 AM,9/12/2024 3:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/12/2024 8:00:00 AM,9/12/2024 4:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/12/2024 9:00:00 AM,9/12/2024 5:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/12/2024 10:00:00 AM,9/12/2024 6:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/12/2024 11:00:00 AM,9/12/2024 7:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/12/2024 12:00:00 PM,9/12/2024 8:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/12/2024 1:00:00 PM,9/12/2024 9:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/12/2024 2:00:00 PM,9/12/2024 10:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/12/2024 3:00:00 PM,9/12/2024 11:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/12/2024 4:00:00 PM,9/12/2024 12:00:00 PM,RTO Synchronized Reserve,Price,0.010000,True,1
9/12/2024 5:00:00 PM,9/12/2024 1:00:00 PM,RTO Synchronized Reserve,Price,0.010000,True,1
9/12/2024 6:00:00 PM,9/12/2024 2:00:00 PM,RTO Synchronized Reserve,Price,0.020000,True,1
9/12/2024 7:00:00 PM,9/12/2024 3:00:00 PM,RTO Synchronized Reserve,Price,0.000000,True,1
9/12/2024 8:00:00 PM,9/12/2024 4:00:00 PM,RTO Synchronized Reserve,Price,8.990000,True,1
9/12/2024 9:00:00 PM,9/12/2024 5:00:00 PM,RTO Synchronized Reserve,Price,0.030000,True,1
9/12/2024 10:00:00 PM,9/12/2024 6:00:00 PM,RTO Synchronized Reserve,Price,0.910000,True,1
9/12/2024 11:00:00 PM,9/12/2024 7:00:00 PM,RTO Synchronized Reserve,Price,6.320000,True,1
9/13/2024 12:00:00 AM,9/12/2024 8:00:00 PM,RTO Synchronized Reserve,Price,2.150000,True,1
9/13/2024 1:00:00 AM,9/12/2024 9:00:00 PM,RTO Synchronized Reserve,Price,1.210000,True,1
9/13/2024 2:00:00 AM,9/12/2024 10:00:00 PM,RTO Synchronized Reserve,Price,0.500000,True,1
9/13/2024 3:00:00 AM,9/12/2024 11:00:00 PM,RTO Synchronized Reserve,Price,0.030000,True,1
9/13/2024 4:00:00 AM,9/13/2024 12:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/13/2024 5:00:00 AM,9/13/2024 1:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/13/2024 6:00:00 AM,9/13/2024 2:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/13/2024 7:00:00 AM,9/13/2024 3:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/13/2024 8:00:00 AM,9/13/2024 4:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/13/2024 9:00:00 AM,9/13/2024 5:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/13/2024 10:00:00 AM,9/13/2024 6:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/13/2024 11:00:00 AM,9/13/2024 7:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/13/2024 12:00:00 PM,9/13/2024 8:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/13/2024 1:00:00 PM,9/13/2024 9:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/13/2024 2:00:00 PM,9/13/2024 10:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/13/2024 3:00:00 PM,9/13/2024 11:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/13/2024 4:00:00 PM,9/13/2024 12:00:00 PM,RTO Synchronized Reserve,Price,0.000000,True,1
9/13/2024 5:00:00 PM,9/13/2024 1:00:00 PM,RTO Synchronized Reserve,Price,0.000000,True,1
9/13/2024 6:00:00 PM,9/13/2024 2:00:00 PM,RTO Synchronized Reserve,Price,6.870000,True,1
9/13/2024 7:00:00 PM,9/13/2024 3:00:00 PM,RTO Synchronized Reserve,Price,0.130000,True,1
9/13/2024 8:00:00 PM,9/13/2024 4:00:00 PM,RTO Synchronized Reserve,Price,7.470000,True,1
9/13/2024 9:00:00 PM,9/13/2024 5:00:00 PM,RTO Synchronized Reserve,Price,12.530000,True,1
9/13/2024 10:00:00 PM,9/13/2024 6:00:00 PM,RTO Synchronized Reserve,Price,8.030000,True,1
9/13/2024 11:00:00 PM,9/13/2024 7:00:00 PM,RTO Synchronized Reserve,Price,7.780000,True,1
9/14/2024 12:00:00 AM,9/13/2024 8:00:00 PM,RTO Synchronized Reserve,Price,10.070000,True,1
9/14/2024 1:00:00 AM,9/13/2024 9:00:00 PM,RTO Synchronized Reserve,Price,17.000000,True,1
9/14/2024 2:00:00 AM,9/13/2024 10:00:00 PM,RTO Synchronized Reserve,Price,6.400000,True,1
9/14/2024 3:00:00 AM,9/13/2024 11:00:00 PM,RTO Synchronized Reserve,Price,18.580000,True,1
9/14/2024 4:00:00 AM,9/14/2024 12:00:00 AM,RTO Synchronized Reserve,Price,2.420000,True,1
9/14/2024 5:00:00 AM,9/14/2024 1:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/14/2024 6:00:00 AM,9/14/2024 2:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/14/2024 7:00:00 AM,9/14/2024 3:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/14/2024 8:00:00 AM,9/14/2024 4:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/14/2024 9:00:00 AM,9/14/2024 5:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/14/2024 10:00:00 AM,9/14/2024 6:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/14/2024 11:00:00 AM,9/14/2024 7:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/14/2024 12:00:00 PM,9/14/2024 8:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/14/2024 1:00:00 PM,9/14/2024 9:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/14/2024 2:00:00 PM,9/14/2024 10:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/14/2024 3:00:00 PM,9/14/2024 11:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/14/2024 4:00:00 PM,9/14/2024 12:00:00 PM,RTO Synchronized Reserve,Price,0.010000,True,1
9/14/2024 5:00:00 PM,9/14/2024 1:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/14/2024 6:00:00 PM,9/14/2024 2:00:00 PM,RTO Synchronized Reserve,Price,0.030000,True,1
9/14/2024 7:00:00 PM,9/14/2024 3:00:00 PM,RTO Synchronized Reserve,Price,0.760000,True,1
9/14/2024 8:00:00 PM,9/14/2024 4:00:00 PM,RTO Synchronized Reserve,Price,0.270000,True,1
9/14/2024 9:00:00 PM,9/14/2024 5:00:00 PM,RTO Synchronized Reserve,Price,45.930000,True,1
9/14/2024 10:00:00 PM,9/14/2024 6:00:00 PM,RTO Synchronized Reserve,Price,10.790000,True,1
9/14/2024 11:00:00 PM,9/14/2024 7:00:00 PM,RTO Synchronized Reserve,Price,4.540000,True,1
9/15/2024 12:00:00 AM,9/14/2024 8:00:00 PM,RTO Synchronized Reserve,Price,6.410000,True,1
9/15/2024 1:00:00 AM,9/14/2024 9:00:00 PM,RTO Synchronized Reserve,Price,0.500000,True,1
9/15/2024 2:00:00 AM,9/14/2024 10:00:00 PM,RTO Synchronized Reserve,Price,5.980000,True,1
9/15/2024 3:00:00 AM,9/14/2024 11:00:00 PM,RTO Synchronized Reserve,Price,24.080000,True,1
9/15/2024 4:00:00 AM,9/15/2024 12:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/15/2024 5:00:00 AM,9/15/2024 1:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/15/2024 6:00:00 AM,9/15/2024 2:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/15/2024 7:00:00 AM,9/15/2024 3:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/15/2024 8:00:00 AM,9/15/2024 4:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/15/2024 9:00:00 AM,9/15/2024 5:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/15/2024 10:00:00 AM,9/15/2024 6:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/15/2024 11:00:00 AM,9/15/2024 7:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/15/2024 12:00:00 PM,9/15/2024 8:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/15/2024 1:00:00 PM,9/15/2024 9:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/15/2024 2:00:00 PM,9/15/2024 10:00:00 AM,RTO Synchronized Reserve,Price,0.090000,True,1
9/15/2024 3:00:00 PM,9/15/2024 11:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/15/2024 4:00:00 PM,9/15/2024 12:00:00 PM,RTO Synchronized Reserve,Price,0.020000,True,1
9/15/2024 5:00:00 PM,9/15/2024 1:00:00 PM,RTO Synchronized Reserve,Price,0.020000,True,1
9/15/2024 6:00:00 PM,9/15/2024 2:00:00 PM,RTO Synchronized Reserve,Price,0.030000,True,1
9/15/2024 7:00:00 PM,9/15/2024 3:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/15/2024 8:00:00 PM,9/15/2024 4:00:00 PM,RTO Synchronized Reserve,Price,9.150000,True,1
9/15/2024 9:00:00 PM,9/15/2024 5:00:00 PM,RTO Synchronized Reserve,Price,25.180000,True,1
9/15/2024 10:00:00 PM,9/15/2024 6:00:00 PM,RTO Synchronized Reserve,Price,25.260000,True,1
9/15/2024 11:00:00 PM,9/15/2024 7:00:00 PM,RTO Synchronized Reserve,Price,3.340000,True,1
9/16/2024 12:00:00 AM,9/15/2024 8:00:00 PM,RTO Synchronized Reserve,Price,3.220000,True,1
9/16/2024 1:00:00 AM,9/15/2024 9:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/16/2024 2:00:00 AM,9/15/2024 10:00:00 PM,RTO Synchronized Reserve,Price,0.460000,True,1
9/16/2024 3:00:00 AM,9/15/2024 11:00:00 PM,RTO Synchronized Reserve,Price,8.590000,True,1
9/16/2024 4:00:00 AM,9/16/2024 12:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/16/2024 5:00:00 AM,9/16/2024 1:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/16/2024 6:00:00 AM,9/16/2024 2:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/16/2024 7:00:00 AM,9/16/2024 3:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/16/2024 8:00:00 AM,9/16/2024 4:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/16/2024 9:00:00 AM,9/16/2024 5:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/16/2024 10:00:00 AM,9/16/2024 6:00:00 AM,RTO Synchronized Reserve,Price,1.390000,True,1
9/16/2024 11:00:00 AM,9/16/2024 7:00:00 AM,RTO Synchronized Reserve,Price,5.100000,True,1
9/16/2024 12:00:00 PM,9/16/2024 8:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/16/2024 1:00:00 PM,9/16/2024 9:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/16/2024 2:00:00 PM,9/16/2024 10:00:00 AM,RTO Synchronized Reserve,Price,2.730000,True,1
9/16/2024 3:00:00 PM,9/16/2024 11:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/16/2024 4:00:00 PM,9/16/2024 12:00:00 PM,RTO Synchronized Reserve,Price,0.020000,True,1
9/16/2024 5:00:00 PM,9/16/2024 1:00:00 PM,RTO Synchronized Reserve,Price,0.560000,True,1
9/16/2024 6:00:00 PM,9/16/2024 2:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/16/2024 7:00:00 PM,9/16/2024 3:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/16/2024 8:00:00 PM,9/16/2024 4:00:00 PM,RTO Synchronized Reserve,Price,2.270000,True,1
9/16/2024 9:00:00 PM,9/16/2024 5:00:00 PM,RTO Synchronized Reserve,Price,6.810000,True,1
9/16/2024 10:00:00 PM,9/16/2024 6:00:00 PM,RTO Synchronized Reserve,Price,5.980000,True,1
9/16/2024 11:00:00 PM,9/16/2024 7:00:00 PM,RTO Synchronized Reserve,Price,3.080000,True,1
9/17/2024 12:00:00 AM,9/16/2024 8:00:00 PM,RTO Synchronized Reserve,Price,2.530000,True,1
9/17/2024 1:00:00 AM,9/16/2024 9:00:00 PM,RTO Synchronized Reserve,Price,0.300000,True,1
9/17/2024 2:00:00 AM,9/16/2024 10:00:00 PM,RTO Synchronized Reserve,Price,0.030000,True,1
9/17/2024 3:00:00 AM,9/16/2024 11:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/17/2024 4:00:00 AM,9/17/2024 12:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/17/2024 5:00:00 AM,9/17/2024 1:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/17/2024 6:00:00 AM,9/17/2024 2:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/17/2024 7:00:00 AM,9/17/2024 3:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/17/2024 8:00:00 AM,9/17/2024 4:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/17/2024 9:00:00 AM,9/17/2024 5:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/17/2024 10:00:00 AM,9/17/2024 6:00:00 AM,RTO Synchronized Reserve,Price,1.440000,True,1
9/17/2024 11:00:00 AM,9/17/2024 7:00:00 AM,RTO Synchronized Reserve,Price,2.710000,True,1
9/17/2024 12:00:00 PM,9/17/2024 8:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/17/2024 1:00:00 PM,9/17/2024 9:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/17/2024 2:00:00 PM,9/17/2024 10:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/17/2024 3:00:00 PM,9/17/2024 11:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/17/2024 4:00:00 PM,9/17/2024 12:00:00 PM,RTO Synchronized Reserve,Price,0.170000,True,1
9/17/2024 5:00:00 PM,9/17/2024 1:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/17/2024 6:00:00 PM,9/17/2024 2:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/17/2024 7:00:00 PM,9/17/2024 3:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/17/2024 8:00:00 PM,9/17/2024 4:00:00 PM,RTO Synchronized Reserve,Price,3.880000,True,1
9/17/2024 9:00:00 PM,9/17/2024 5:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/17/2024 10:00:00 PM,9/17/2024 6:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/17/2024 11:00:00 PM,9/17/2024 7:00:00 PM,RTO Synchronized Reserve,Price,6.730000,True,1
9/18/2024 12:00:00 AM,9/17/2024 8:00:00 PM,RTO Synchronized Reserve,Price,3.830000,True,1
9/18/2024 1:00:00 AM,9/17/2024 9:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/18/2024 2:00:00 AM,9/17/2024 10:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/18/2024 3:00:00 AM,9/17/2024 11:00:00 PM,RTO Synchronized Reserve,Price,2.030000,True,1
9/18/2024 4:00:00 AM,9/18/2024 12:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/18/2024 5:00:00 AM,9/18/2024 1:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/18/2024 6:00:00 AM,9/18/2024 2:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/18/2024 7:00:00 AM,9/18/2024 3:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/18/2024 8:00:00 AM,9/18/2024 4:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/18/2024 9:00:00 AM,9/18/2024 5:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/18/2024 10:00:00 AM,9/18/2024 6:00:00 AM,RTO Synchronized Reserve,Price,26.480000,True,1
9/18/2024 11:00:00 AM,9/18/2024 7:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/18/2024 12:00:00 PM,9/18/2024 8:00:00 AM,RTO Synchronized Reserve,Price,0.310000,True,1
9/18/2024 1:00:00 PM,9/18/2024 9:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/18/2024 2:00:00 PM,9/18/2024 10:00:00 AM,RTO Synchronized Reserve,Price,1.030000,True,1
9/18/2024 3:00:00 PM,9/18/2024 11:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/18/2024 4:00:00 PM,9/18/2024 12:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/18/2024 5:00:00 PM,9/18/2024 1:00:00 PM,RTO Synchronized Reserve,Price,0.010000,True,1
9/18/2024 6:00:00 PM,9/18/2024 2:00:00 PM,RTO Synchronized Reserve,Price,0.170000,True,1
9/18/2024 7:00:00 PM,9/18/2024 3:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/18/2024 8:00:00 PM,9/18/2024 4:00:00 PM,RTO Synchronized Reserve,Price,2.220000,True,1
9/18/2024 9:00:00 PM,9/18/2024 5:00:00 PM,RTO Synchronized Reserve,Price,17.500000,True,1
9/18/2024 10:00:00 PM,9/18/2024 6:00:00 PM,RTO Synchronized Reserve,Price,55.300000,True,1
9/18/2024 11:00:00 PM,9/18/2024 7:00:00 PM,RTO Synchronized Reserve,Price,0.500000,True,1
9/19/2024 12:00:00 AM,9/18/2024 8:00:00 PM,RTO Synchronized Reserve,Price,26.590000,True,1
9/19/2024 1:00:00 AM,9/18/2024 9:00:00 PM,RTO Synchronized Reserve,Price,5.490000,True,1
9/19/2024 2:00:00 AM,9/18/2024 10:00:00 PM,RTO Synchronized Reserve,Price,4.680000,True,1
9/19/2024 3:00:00 AM,9/18/2024 11:00:00 PM,RTO Synchronized Reserve,Price,6.990000,True,1
9/19/2024 4:00:00 AM,9/19/2024 12:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/19/2024 5:00:00 AM,9/19/2024 1:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/19/2024 6:00:00 AM,9/19/2024 2:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/19/2024 7:00:00 AM,9/19/2024 3:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/19/2024 8:00:00 AM,9/19/2024 4:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/19/2024 9:00:00 AM,9/19/2024 5:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/19/2024 10:00:00 AM,9/19/2024 6:00:00 AM,RTO Synchronized Reserve,Price,0.770000,True,1
9/19/2024 11:00:00 AM,9/19/2024 7:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/19/2024 12:00:00 PM,9/19/2024 8:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/19/2024 1:00:00 PM,9/19/2024 9:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/19/2024 2:00:00 PM,9/19/2024 10:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/19/2024 3:00:00 PM,9/19/2024 11:00:00 AM,RTO Synchronized Reserve,Price,0.020000,True,1
9/19/2024 4:00:00 PM,9/19/2024 12:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/19/2024 5:00:00 PM,9/19/2024 1:00:00 PM,RTO Synchronized Reserve,Price,0.040000,True,1
9/19/2024 6:00:00 PM,9/19/2024 2:00:00 PM,RTO Synchronized Reserve,Price,2.490000,True,1
9/19/2024 7:00:00 PM,9/19/2024 3:00:00 PM,RTO Synchronized Reserve,Price,57.750000,True,1
9/19/2024 8:00:00 PM,9/19/2024 4:00:00 PM,RTO Synchronized Reserve,Price,45.510000,True,1
9/19/2024 9:00:00 PM,9/19/2024 5:00:00 PM,RTO Synchronized Reserve,Price,50.380000,True,1
9/19/2024 10:00:00 PM,9/19/2024 6:00:00 PM,RTO Synchronized Reserve,Price,6.110000,True,1
9/19/2024 11:00:00 PM,9/19/2024 7:00:00 PM,RTO Synchronized Reserve,Price,6.100000,True,1
9/20/2024 12:00:00 AM,9/19/2024 8:00:00 PM,RTO Synchronized Reserve,Price,8.000000,True,1
9/20/2024 1:00:00 AM,9/19/2024 9:00:00 PM,RTO Synchronized Reserve,Price,0.480000,True,1
9/20/2024 2:00:00 AM,9/19/2024 10:00:00 PM,RTO Synchronized Reserve,Price,0.320000,True,1
9/20/2024 3:00:00 AM,9/19/2024 11:00:00 PM,RTO Synchronized Reserve,Price,0.120000,True,1
9/20/2024 4:00:00 AM,9/20/2024 12:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/20/2024 5:00:00 AM,9/20/2024 1:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/20/2024 6:00:00 AM,9/20/2024 2:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/20/2024 7:00:00 AM,9/20/2024 3:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/20/2024 8:00:00 AM,9/20/2024 4:00:00 AM,RTO Synchronized Reserve,Price,0.010000,True,1
9/20/2024 9:00:00 AM,9/20/2024 5:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/20/2024 10:00:00 AM,9/20/2024 6:00:00 AM,RTO Synchronized Reserve,Price,11.230000,True,1
9/20/2024 11:00:00 AM,9/20/2024 7:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/20/2024 12:00:00 PM,9/20/2024 8:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/20/2024 1:00:00 PM,9/20/2024 9:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/20/2024 2:00:00 PM,9/20/2024 10:00:00 AM,RTO Synchronized Reserve,Price,4.710000,True,1
9/20/2024 3:00:00 PM,9/20/2024 11:00:00 AM,RTO Synchronized Reserve,Price,11.920000,True,1
9/20/2024 4:00:00 PM,9/20/2024 12:00:00 PM,RTO Synchronized Reserve,Price,4.350000,True,1
9/20/2024 5:00:00 PM,9/20/2024 1:00:00 PM,RTO Synchronized Reserve,Price,0.220000,True,1
9/20/2024 6:00:00 PM,9/20/2024 2:00:00 PM,RTO Synchronized Reserve,Price,14.560000,True,1
9/20/2024 7:00:00 PM,9/20/2024 3:00:00 PM,RTO Synchronized Reserve,Price,0.360000,True,1
9/20/2024 8:00:00 PM,9/20/2024 4:00:00 PM,RTO Synchronized Reserve,Price,35.350000,True,1
9/20/2024 9:00:00 PM,9/20/2024 5:00:00 PM,RTO Synchronized Reserve,Price,90.080000,True,1
9/20/2024 10:00:00 PM,9/20/2024 6:00:00 PM,RTO Synchronized Reserve,Price,19.930000,True,1
9/20/2024 11:00:00 PM,9/20/2024 7:00:00 PM,RTO Synchronized Reserve,Price,2.050000,True,1
9/21/2024 12:00:00 AM,9/20/2024 8:00:00 PM,RTO Synchronized Reserve,Price,5.030000,True,1
9/21/2024 1:00:00 AM,9/20/2024 9:00:00 PM,RTO Synchronized Reserve,Price,10.100000,True,1
9/21/2024 2:00:00 AM,9/20/2024 10:00:00 PM,RTO Synchronized Reserve,Price,6.090000,True,1
9/21/2024 3:00:00 AM,9/20/2024 11:00:00 PM,RTO Synchronized Reserve,Price,5.040000,True,1
9/21/2024 4:00:00 AM,9/21/2024 12:00:00 AM,RTO Synchronized Reserve,Price,2.070000,True,1
9/21/2024 5:00:00 AM,9/21/2024 1:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/21/2024 6:00:00 AM,9/21/2024 2:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
9/21/2024 7:00:00 AM,9/21/2024 3:00:00 AM,RTO Synchronized Reserve,Price,0.030000,True,1
9/21/2024 8:00:00 AM,9/21/2024 4:00:00 AM,RTO Synchronized Reserve,Price,0.040000,True,1
