datetime_beginning_utc,datetime_beginning_ept,locale,service,mcp,mcp_capped,reg_ccp,reg_pcp,as_req_mw,total_mw,as_mw,ss_mw,tier1_mw,ircmwt2,dsr_as_mw,nsr_mw,regd_mw
8/8/2024 11:10:00 AM,8/8/2024 7:10:00 AM,PJM_RTO,REG,23.99,23.99,23.94,0.05,800.00,799.60,799.60,411.50,0.00,0.00,92.00,,200.10
8/8/2024 11:15:00 AM,8/8/2024 7:15:00 AM,PJM_RTO,REG,28.54,28.54,28.46,0.07,800.00,799.60,799.60,411.50,0.00,0.00,92.00,,200.10
8/8/2024 11:20:00 AM,8/8/2024 7:20:00 AM,PJM_RTO,REG,28.16,28.16,28.12,0.05,800.00,799.60,799.60,411.50,0.00,0.00,92.00,,200.10
8/8/2024 11:25:00 AM,8/8/2024 7:25:00 AM,PJM_RTO,REG,27.64,27.64,27.59,0.05,800.00,799.60,799.60,411.50,0.00,0.00,92.00,,200.10
8/8/2024 11:30:00 AM,8/8/2024 7:30:00 AM,PJM_RTO,REG,9.54,9.54,9.49,0.05,800.00,799.60,799.60,411.50,0.00,0.00,92.00,,200.10
8/8/2024 11:35:00 AM,8/8/2024 7:35:00 AM,PJM_RTO,REG,19.20,19.20,19.15,0.04,800.00,799.60,799.60,411.50,0.00,0.00,92.00,,200.10
8/8/2024 11:40:00 AM,8/8/2024 7:40:00 AM,PJM_RTO,REG,120.68,120.68,120.62,0.05,800.00,799.60,799.60,411.50,0.00,0.00,92.00,,200.10
8/8/2024 11:45:00 AM,8/8/2024 7:45:00 AM,PJM_RTO,REG,23.91,23.91,23.85,0.06,800.00,799.60,799.60,411.50,0.00,0.00,92.00,,200.10
8/8/2024 11:50:00 AM,8/8/2024 7:50:00 AM,PJM_RTO,REG,27.98,27.98,27.92,0.06,800.00,799.60,799.60,411.50,0.00,0.00,92.00,,200.10
8/8/2024 11:55:00 AM,8/8/2024 7:55:00 AM,PJM_RTO,REG,13.52,13.52,13.48,0.04,800.00,799.60,799.60,411.50,0.00,0.00,92.00,,200.10
8/8/2024 12:00:00 PM,8/8/2024 8:00:00 AM,PJM_RTO,REG,21.40,21.40,21.12,0.28,800.00,800.00,800.00,410.10,0.00,0.00,99.20,,190.00
8/8/2024 12:05:00 PM,8/8/2024 8:05:00 AM,PJM_RTO,REG,27.46,27.46,27.03,0.43,800.00,800.00,800.00,410.10,0.00,0.00,99.20,,190.00
8/8/2024 12:10:00 PM,8/8/2024 8:10:00 AM,PJM_RTO,REG,27.98,27.98,27.60,0.39,800.00,800.00,800.00,410.10,0.00,0.00,99.20,,190.00
8/8/2024 12:15:00 PM,8/8/2024 8:15:00 AM,PJM_RTO,REG,23.24,23.24,22.75,0.49,800.00,800.00,800.00,410.10,0.00,0.00,99.20,,190.00
8/8/2024 12:20:00 PM,8/8/2024 8:20:00 AM,PJM_RTO,REG,22.21,22.21,21.90,0.31,800.00,800.00,800.00,410.10,0.00,0.00,99.20,,190.00
8/8/2024 12:25:00 PM,8/8/2024 8:25:00 AM,PJM_RTO,REG,21.76,21.76,21.58,0.18,800.00,800.00,800.00,410.10,0.00,0.00,99.20,,190.00
8/8/2024 12:30:00 PM,8/8/2024 8:30:00 AM,PJM_RTO,REG,20.84,20.84,20.53,0.31,800.00,800.00,800.00,410.10,0.00,0.00,99.20,,190.00
8/8/2024 12:35:00 PM,8/8/2024 8:35:00 AM,PJM_RTO,REG,26.96,26.96,26.52,0.45,800.00,800.00,800.00,410.10,0.00,0.00,99.20,,190.00
8/8/2024 12:40:00 PM,8/8/2024 8:40:00 AM,PJM_RTO,REG,25.85,25.85,25.56,0.29,800.00,800.00,800.00,410.10,0.00,0.00,99.20,,190.00
8/8/2024 12:45:00 PM,8/8/2024 8:45:00 AM,PJM_RTO,REG,27.66,27.66,27.49,0.17,800.00,800.00,800.00,410.10,0.00,0.00,99.20,,190.00
8/8/2024 12:50:00 PM,8/8/2024 8:50:00 AM,PJM_RTO,REG,24.95,24.95,24.75,0.20,800.00,800.00,800.00,410.10,0.00,0.00,99.20,,190.00
8/8/2024 12:55:00 PM,8/8/2024 8:55:00 AM,PJM_RTO,REG,25.91,25.91,25.25,0.66,800.00,800.00,800.00,410.10,0.00,0.00,99.20,,190.00
8/8/2024 1:00:00 PM,8/8/2024 9:00:00 AM,PJM_RTO,REG,19.18,19.18,19.03,0.15,800.00,796.90,796.90,407.20,0.00,0.00,100.90,,198.70
8/8/2024 1:05:00 PM,8/8/2024 9:05:00 AM,PJM_RTO,REG,20.14,20.14,19.20,0.94,800.00,796.90,796.90,407.20,0.00,0.00,100.90,,198.70
8/8/2024 1:10:00 PM,8/8/2024 9:10:00 AM,PJM_RTO,REG,36.78,36.78,36.32,0.46,800.00,796.90,796.90,407.20,0.00,0.00,100.90,,198.70
8/8/2024 1:15:00 PM,8/8/2024 9:15:00 AM,PJM_RTO,REG,20.93,20.93,20.16,0.77,800.00,796.90,796.90,407.20,0.00,0.00,100.90,,198.70
8/8/2024 1:20:00 PM,8/8/2024 9:20:00 AM,PJM_RTO,REG,18.13,18.13,17.53,0.61,800.00,796.90,796.90,407.20,0.00,0.00,100.90,,198.70
8/8/2024 1:25:00 PM,8/8/2024 9:25:00 AM,PJM_RTO,REG,21.69,21.69,21.38,0.31,800.00,796.90,796.90,407.20,0.00,0.00,100.90,,198.70
8/8/2024 1:30:00 PM,8/8/2024 9:30:00 AM,PJM_RTO,REG,20.59,20.59,20.09,0.50,800.00,796.90,796.90,407.20,0.00,0.00,100.90,,198.70
8/8/2024 1:35:00 PM,8/8/2024 9:35:00 AM,PJM_RTO,REG,21.51,21.51,21.21,0.30,800.00,796.90,796.90,407.20,0.00,0.00,100.90,,198.70
8/8/2024 1:40:00 PM,8/8/2024 9:40:00 AM,PJM_RTO,REG,21.07,21.07,20.83,0.24,800.00,796.90,796.90,407.20,0.00,0.00,100.90,,198.70
8/8/2024 1:45:00 PM,8/8/2024 9:45:00 AM,PJM_RTO,REG,21.70,21.70,21.49,0.21,800.00,796.90,796.90,407.20,0.00,0.00,100.90,,198.70
8/8/2024 1:50:00 PM,8/8/2024 9:50:00 AM,PJM_RTO,REG,23.27,23.27,22.99,0.29,800.00,796.90,796.90,407.20,0.00,0.00,100.90,,198.70
8/8/2024 1:55:00 PM,8/8/2024 9:55:00 AM,PJM_RTO,REG,22.69,22.69,22.26,0.43,800.00,796.90,796.90,407.20,0.00,0.00,100.90,,198.70
8/8/2024 2:00:00 PM,8/8/2024 10:00:00 AM,PJM_RTO,REG,29.74,29.74,29.32,0.42,800.00,801.40,801.40,361.10,0.00,0.00,103.50,,206.70
8/8/2024 2:05:00 PM,8/8/2024 10:05:00 AM,PJM_RTO,REG,25.63,25.63,24.69,0.94,800.00,801.40,801.40,361.10,0.00,0.00,103.50,,206.70
8/8/2024 2:10:00 PM,8/8/2024 10:10:00 AM,PJM_RTO,REG,28.20,28.20,27.52,0.68,800.00,801.40,801.40,361.10,0.00,0.00,103.50,,206.70
8/8/2024 2:15:00 PM,8/8/2024 10:15:00 AM,PJM_RTO,REG,30.06,30.06,29.74,0.32,800.00,801.40,801.40,361.10,0.00,0.00,103.50,,206.70
8/8/2024 2:20:00 PM,8/8/2024 10:20:00 AM,PJM_RTO,REG,24.89,24.89,24.19,0.70,800.00,801.40,801.40,361.10,0.00,0.00,103.50,,206.70
8/8/2024 2:25:00 PM,8/8/2024 10:25:00 AM,PJM_RTO,REG,23.15,23.15,23.15,0.00,800.00,801.40,801.40,361.10,0.00,0.00,103.50,,206.70
8/8/2024 2:30:00 PM,8/8/2024 10:30:00 AM,PJM_RTO,REG,23.27,23.27,23.17,0.10,800.00,801.40,801.40,361.10,0.00,0.00,103.50,,206.70
8/8/2024 2:35:00 PM,8/8/2024 10:35:00 AM,PJM_RTO,REG,24.80,24.80,24.29,0.51,800.00,801.40,801.40,361.10,0.00,0.00,103.50,,206.70
8/8/2024 2:40:00 PM,8/8/2024 10:40:00 AM,PJM_RTO,REG,24.43,24.43,24.09,0.34,800.00,801.40,801.40,361.10,0.00,0.00,103.50,,206.70
8/8/2024 2:45:00 PM,8/8/2024 10:45:00 AM,PJM_RTO,REG,23.92,23.92,23.45,0.47,800.00,801.40,801.40,361.10,0.00,0.00,103.50,,206.70
8/8/2024 2:50:00 PM,8/8/2024 10:50:00 AM,PJM_RTO,REG,25.42,25.42,25.26,0.17,800.00,801.40,801.40,361.10,0.00,0.00,103.50,,206.70
8/8/2024 2:55:00 PM,8/8/2024 10:55:00 AM,PJM_RTO,REG,25.22,25.22,25.06,0.17,800.00,801.40,801.40,361.10,0.00,0.00,103.50,,206.70
8/8/2024 3:00:00 PM,8/8/2024 11:00:00 AM,PJM_RTO,REG,7.98,7.98,7.96,0.02,800.00,731.50,731.50,359.20,0.00,0.00,107.70,,197.60
8/8/2024 3:05:00 PM,8/8/2024 11:05:00 AM,PJM_RTO,REG,7.60,7.60,7.47,0.13,800.00,731.50,731.50,359.20,0.00,0.00,107.70,,197.60
8/8/2024 3:10:00 PM,8/8/2024 11:10:00 AM,PJM_RTO,REG,26.09,26.09,26.00,0.09,800.00,770.70,770.70,359.20,0.00,0.00,107.70,,197.60
8/8/2024 3:15:00 PM,8/8/2024 11:15:00 AM,PJM_RTO,REG,24.47,24.47,24.44,0.03,800.00,794.40,794.40,359.20,0.00,0.00,107.70,,197.60
8/8/2024 3:20:00 PM,8/8/2024 11:20:00 AM,PJM_RTO,REG,25.15,25.15,25.12,0.03,800.00,794.40,794.40,359.20,0.00,0.00,107.70,,197.60
8/8/2024 3:25:00 PM,8/8/2024 11:25:00 AM,PJM_RTO,REG,25.40,25.40,25.37,0.03,800.00,794.40,794.40,359.20,0.00,0.00,107.70,,197.60
8/8/2024 3:30:00 PM,8/8/2024 11:30:00 AM,PJM_RTO,REG,25.68,25.68,25.64,0.05,800.00,794.40,794.40,359.20,0.00,0.00,107.70,,197.60
8/8/2024 3:35:00 PM,8/8/2024 11:35:00 AM,PJM_RTO,REG,26.10,26.10,26.06,0.03,800.00,794.40,794.40,359.20,0.00,0.00,107.70,,197.60
8/8/2024 3:40:00 PM,8/8/2024 11:40:00 AM,PJM_RTO,REG,25.54,25.54,25.48,0.06,800.00,794.40,794.40,359.20,0.00,0.00,107.70,,197.60
8/8/2024 3:45:00 PM,8/8/2024 11:45:00 AM,PJM_RTO,REG,25.42,25.42,25.34,0.08,800.00,794.40,794.40,359.20,0.00,0.00,107.70,,197.60
8/8/2024 3:50:00 PM,8/8/2024 11:50:00 AM,PJM_RTO,REG,25.42,25.42,25.38,0.04,800.00,794.40,794.40,359.20,0.00,0.00,107.70,,197.60
8/8/2024 3:55:00 PM,8/8/2024 11:55:00 AM,PJM_RTO,REG,46.14,46.14,46.09,0.05,800.00,794.40,794.40,359.20,0.00,0.00,107.70,,197.60
8/8/2024 4:00:00 PM,8/8/2024 12:00:00 PM,PJM_RTO,REG,22.49,22.49,22.46,0.03,800.00,800.50,800.50,363.60,0.00,0.00,103.40,,197.70
8/8/2024 4:05:00 PM,8/8/2024 12:05:00 PM,PJM_RTO,REG,19.85,19.85,19.78,0.08,800.00,800.50,800.50,363.60,0.00,0.00,103.40,,197.70
8/8/2024 4:10:00 PM,8/8/2024 12:10:00 PM,PJM_RTO,REG,22.91,22.91,22.87,0.05,800.00,800.50,800.50,363.60,0.00,0.00,103.40,,197.70
8/8/2024 4:15:00 PM,8/8/2024 12:15:00 PM,PJM_RTO,REG,21.08,21.08,21.02,0.06,800.00,800.50,800.50,363.60,0.00,0.00,103.40,,197.70
8/8/2024 4:20:00 PM,8/8/2024 12:20:00 PM,PJM_RTO,REG,27.34,27.34,27.23,0.11,800.00,797.50,797.50,363.60,0.00,0.00,103.40,,197.70
8/8/2024 4:25:00 PM,8/8/2024 12:25:00 PM,PJM_RTO,REG,31.33,31.33,31.23,0.10,800.00,797.50,797.50,363.60,0.00,0.00,103.40,,197.70
8/8/2024 4:30:00 PM,8/8/2024 12:30:00 PM,PJM_RTO,REG,35.93,35.93,35.82,0.12,800.00,797.50,797.50,363.60,0.00,0.00,103.40,,197.70
8/8/2024 4:35:00 PM,8/8/2024 12:35:00 PM,PJM_RTO,REG,30.07,30.07,29.95,0.12,800.00,797.50,797.50,363.60,0.00,0.00,103.40,,197.70
8/8/2024 4:40:00 PM,8/8/2024 12:40:00 PM,PJM_RTO,REG,40.02,40.02,39.95,0.07,800.00,797.50,797.50,363.60,0.00,0.00,103.40,,197.70
8/8/2024 4:45:00 PM,8/8/2024 12:45:00 PM,PJM_RTO,REG,24.25,24.25,24.04,0.21,800.00,797.50,797.50,363.60,0.00,0.00,103.40,,197.70
8/8/2024 4:50:00 PM,8/8/2024 12:50:00 PM,PJM_RTO,REG,23.01,23.01,22.96,0.05,800.00,797.50,797.50,363.60,0.00,0.00,103.40,,197.70
8/8/2024 4:55:00 PM,8/8/2024 12:55:00 PM,PJM_RTO,REG,22.97,22.97,22.87,0.09,800.00,797.50,797.50,363.60,0.00,0.00,103.40,,197.70
8/8/2024 5:00:00 PM,8/8/2024 1:00:00 PM,PJM_RTO,REG,4.37,4.37,4.37,0.00,800.00,801.00,801.00,331.60,0.00,0.00,106.10,,210.90
8/8/2024 5:05:00 PM,8/8/2024 1:05:00 PM,PJM_RTO,REG,6.49,6.49,6.49,0.00,800.00,801.00,801.00,331.60,0.00,0.00,106.10,,210.90
8/8/2024 5:10:00 PM,8/8/2024 1:10:00 PM,PJM_RTO,REG,4.68,4.68,4.68,0.00,800.00,801.00,801.00,331.60,0.00,0.00,106.10,,210.90
8/8/2024 5:15:00 PM,8/8/2024 1:15:00 PM,PJM_RTO,REG,4.61,4.61,4.61,0.00,800.00,801.00,801.00,331.60,0.00,0.00,106.10,,210.90
8/8/2024 5:20:00 PM,8/8/2024 1:20:00 PM,PJM_RTO,REG,5.53,5.53,5.53,0.00,800.00,801.00,801.00,331.60,0.00,0.00,106.10,,210.90
8/8/2024 5:25:00 PM,8/8/2024 1:25:00 PM,PJM_RTO,REG,7.41,7.41,7.41,0.00,800.00,801.00,801.00,331.60,0.00,0.00,106.10,,210.90
8/8/2024 5:30:00 PM,8/8/2024 1:30:00 PM,PJM_RTO,REG,9.22,9.22,9.22,0.00,800.00,801.00,801.00,331.60,0.00,0.00,106.10,,210.90
8/8/2024 5:35:00 PM,8/8/2024 1:35:00 PM,PJM_RTO,REG,67.07,67.07,67.07,0.00,800.00,801.00,801.00,331.60,0.00,0.00,106.10,,210.90
8/8/2024 5:40:00 PM,8/8/2024 1:40:00 PM,PJM_RTO,REG,48.20,48.20,48.20,0.00,800.00,801.00,801.00,331.60,0.00,0.00,106.10,,210.90
8/8/2024 5:45:00 PM,8/8/2024 1:45:00 PM,PJM_RTO,REG,39.91,39.91,39.91,0.00,800.00,801.00,801.00,331.60,0.00,0.00,106.10,,210.90
8/8/2024 5:50:00 PM,8/8/2024 1:50:00 PM,PJM_RTO,REG,185.52,185.52,185.52,0.00,800.00,801.00,801.00,331.60,0.00,0.00,106.10,,210.90
8/8/2024 5:55:00 PM,8/8/2024 1:55:00 PM,PJM_RTO,REG,57.17,57.17,57.17,0.00,800.00,801.00,801.00,331.60,0.00,0.00,106.10,,210.90
8/8/2024 6:00:00 PM,8/8/2024 2:00:00 PM,PJM_RTO,REG,4.58,4.58,4.58,0.00,525.00,525.00,525.00,278.60,0.00,0.00,74.30,,190.20
8/8/2024 6:05:00 PM,8/8/2024 2:05:00 PM,PJM_RTO,REG,33.70,33.70,33.70,0.00,525.00,525.00,525.00,278.60,0.00,0.00,74.30,,190.20
8/8/2024 6:10:00 PM,8/8/2024 2:10:00 PM,PJM_RTO,REG,17.16,17.16,17.16,0.00,525.00,525.00,525.00,278.60,0.00,0.00,74.30,,190.20
8/8/2024 6:15:00 PM,8/8/2024 2:15:00 PM,PJM_RTO,REG,6.15,6.15,6.15,0.00,525.00,525.00,525.00,278.60,0.00,0.00,74.30,,190.20
8/8/2024 6:20:00 PM,8/8/2024 2:20:00 PM,PJM_RTO,REG,70.71,70.71,70.71,0.00,525.00,525.00,525.00,278.60,0.00,0.00,74.30,,190.20
8/8/2024 6:25:00 PM,8/8/2024 2:25:00 PM,PJM_RTO,REG,26.00,26.00,26.00,0.00,525.00,525.00,525.00,278.60,0.00,0.00,74.30,,190.20
8/8/2024 6:30:00 PM,8/8/2024 2:30:00 PM,PJM_RTO,REG,3.06,3.06,3.06,0.00,525.00,525.00,525.00,278.60,0.00,0.00,74.30,,190.20
8/8/2024 6:35:00 PM,8/8/2024 2:35:00 PM,PJM_RTO,REG,119.28,119.28,119.28,0.00,525.00,525.00,525.00,278.60,0.00,0.00,74.30,,190.20
8/8/2024 6:40:00 PM,8/8/2024 2:40:00 PM,PJM_RTO,REG,3.06,3.06,3.06,0.00,525.00,525.00,525.00,278.60,0.00,0.00,74.30,,190.20
8/8/2024 6:45:00 PM,8/8/2024 2:45:00 PM,PJM_RTO,REG,3.06,3.06,3.06,0.00,525.00,525.00,525.00,278.60,0.00,0.00,74.30,,190.20
8/8/2024 6:50:00 PM,8/8/2024 2:50:00 PM,PJM_RTO,REG,2.19,2.19,2.19,0.00,525.00,518.90,518.90,262.70,0.00,0.00,78.90,,176.20
8/8/2024 6:55:00 PM,8/8/2024 2:55:00 PM,PJM_RTO,REG,2.19,2.19,2.19,0.00,525.00,518.90,518.90,262.70,0.00,0.00,78.90,,176.20
8/8/2024 7:00:00 PM,8/8/2024 3:00:00 PM,PJM_RTO,REG,3.01,3.01,3.01,0.00,525.00,511.70,511.70,360.60,0.00,0.00,74.00,,189.50
8/8/2024 7:05:00 PM,8/8/2024 3:05:00 PM,PJM_RTO,REG,3.01,3.01,3.01,0.00,525.00,511.70,511.70,360.60,0.00,0.00,74.00,,189.50
8/8/2024 7:10:00 PM,8/8/2024 3:10:00 PM,PJM_RTO,REG,3.01,3.01,3.01,0.00,525.00,511.70,511.70,360.60,0.00,0.00,74.00,,189.50
8/8/2024 7:15:00 PM,8/8/2024 3:15:00 PM,PJM_RTO,REG,3.01,3.01,3.01,0.00,525.00,511.70,511.70,360.60,0.00,0.00,74.00,,189.50
8/8/2024 7:20:00 PM,8/8/2024 3:20:00 PM,PJM_RTO,REG,3.01,3.01,3.01,0.00,525.00,511.70,511.70,360.60,0.00,0.00,74.00,,189.50
8/8/2024 7:25:00 PM,8/8/2024 3:25:00 PM,PJM_RTO,REG,3.01,3.01,3.01,0.00,525.00,511.70,511.70,360.60,0.00,0.00,74.00,,189.50
8/8/2024 7:30:00 PM,8/8/2024 3:30:00 PM,PJM_RTO,REG,3.01,3.01,3.01,0.00,525.00,511.70,511.70,360.60,0.00,0.00,74.00,,189.50
8/8/2024 7:35:00 PM,8/8/2024 3:35:00 PM,PJM_RTO,REG,3.01,3.01,3.01,0.00,525.00,511.70,511.70,360.60,0.00,0.00,74.00,,189.50
8/8/2024 7:40:00 PM,8/8/2024 3:40:00 PM,PJM_RTO,REG,3.01,3.01,3.01,0.00,525.00,511.70,511.70,360.60,0.00,0.00,74.00,,189.50
8/8/2024 7:45:00 PM,8/8/2024 3:45:00 PM,PJM_RTO,REG,3.01,3.01,3.01,0.00,525.00,511.70,511.70,360.60,0.00,0.00,74.00,,189.50
8/8/2024 7:50:00 PM,8/8/2024 3:50:00 PM,PJM_RTO,REG,3.01,3.01,3.01,0.00,525.00,511.70,511.70,360.60,0.00,0.00,74.00,,189.50
8/8/2024 7:55:00 PM,8/8/2024 3:55:00 PM,PJM_RTO,REG,3.01,3.01,3.01,0.00,525.00,511.70,511.70,360.60,0.00,0.00,74.00,,189.50
8/8/2024 8:00:00 PM,8/8/2024 4:00:00 PM,PJM_RTO,REG,0.01,0.01,0.01,0.00,525.00,531.90,531.90,359.50,0.00,0.00,70.20,,174.10
8/8/2024 8:05:00 PM,8/8/2024 4:05:00 PM,PJM_RTO,REG,0.01,0.01,0.01,0.00,525.00,531.90,531.90,359.50,0.00,0.00,70.20,,174.10
8/8/2024 8:10:00 PM,8/8/2024 4:10:00 PM,PJM_RTO,REG,7.54,7.54,7.54,0.00,525.00,531.90,531.90,359.50,0.00,0.00,70.20,,174.10
8/8/2024 8:15:00 PM,8/8/2024 4:15:00 PM,PJM_RTO,REG,0.01,0.01,0.01,0.00,525.00,531.90,531.90,359.50,0.00,0.00,70.20,,174.10
8/8/2024 8:20:00 PM,8/8/2024 4:20:00 PM,PJM_RTO,REG,0.01,0.01,0.01,0.00,525.00,531.90,531.90,359.50,0.00,0.00,70.20,,174.10
8/8/2024 8:25:00 PM,8/8/2024 4:25:00 PM,PJM_RTO,REG,0.01,0.01,0.01,0.00,525.00,531.90,531.90,359.50,0.00,0.00,70.20,,174.10
8/8/2024 8:30:00 PM,8/8/2024 4:30:00 PM,PJM_RTO,REG,0.01,0.01,0.01,0.00,525.00,531.90,531.90,359.50,0.00,0.00,70.20,,174.10
8/8/2024 8:35:00 PM,8/8/2024 4:35:00 PM,PJM_RTO,REG,0.01,0.01,0.01,0.00,525.00,531.90,531.90,359.50,0.00,0.00,70.20,,174.10
8/8/2024 8:40:00 PM,8/8/2024 4:40:00 PM,PJM_RTO,REG,0.01,0.01,0.01,0.00,525.00,531.90,531.90,359.50,0.00,0.00,70.20,,174.10
8/8/2024 8:45:00 PM,8/8/2024 4:45:00 PM,PJM_RTO,REG,0.01,0.01,0.01,0.00,525.00,531.90,531.90,359.50,0.00,0.00,70.20,,174.10
8/8/2024 8:50:00 PM,8/8/2024 4:50:00 PM,PJM_RTO,REG,1.29,1.29,1.29,0.00,525.00,531.90,531.90,359.50,0.00,0.00,70.20,,174.10
8/8/2024 8:55:00 PM,8/8/2024 4:55:00 PM,PJM_RTO,REG,163.08,163.08,163.08,0.00,525.00,531.90,531.90,359.50,0.00,0.00,70.20,,174.10
8/8/2024 9:00:00 PM,8/8/2024 5:00:00 PM,PJM_RTO,REG,13.67,13.67,13.67,0.00,525.00,528.10,528.10,362.50,0.00,0.00,62.40,,168.00
8/8/2024 9:05:00 PM,8/8/2024 5:05:00 PM,PJM_RTO,REG,18.64,18.64,18.64,0.00,525.00,528.10,528.10,362.50,0.00,0.00,62.40,,168.00
8/8/2024 9:10:00 PM,8/8/2024 5:10:00 PM,PJM_RTO,REG,22.73,22.73,22.73,0.00,525.00,528.10,528.10,362.50,0.00,0.00,62.40,,168.00
8/8/2024 9:15:00 PM,8/8/2024 5:15:00 PM,PJM_RTO,REG,7.15,7.15,7.15,0.00,525.00,528.10,528.10,362.50,0.00,0.00,62.40,,168.00
8/8/2024 9:20:00 PM,8/8/2024 5:20:00 PM,PJM_RTO,REG,3.57,3.57,3.57,0.00,525.00,528.10,528.10,362.50,0.00,0.00,62.40,,168.00
8/8/2024 9:25:00 PM,8/8/2024 5:25:00 PM,PJM_RTO,REG,0.01,0.01,0.01,0.00,525.00,528.10,528.10,362.50,0.00,0.00,62.40,,168.00
8/8/2024 9:30:00 PM,8/8/2024 5:30:00 PM,PJM_RTO,REG,2.50,2.50,2.50,0.00,525.00,528.10,528.10,362.50,0.00,0.00,62.40,,168.00
8/8/2024 9:35:00 PM,8/8/2024 5:35:00 PM,PJM_RTO,REG,1.05,1.05,1.05,0.00,525.00,528.10,528.10,362.50,0.00,0.00,62.40,,168.00
8/8/2024 9:40:00 PM,8/8/2024 5:40:00 PM,PJM_RTO,REG,2.99,2.99,2.99,0.00,525.00,528.10,528.10,362.50,0.00,0.00,62.40,,168.00
8/8/2024 9:45:00 PM,8/8/2024 5:45:00 PM,PJM_RTO,REG,6.12,6.12,6.12,0.00,525.00,528.10,528.10,362.50,0.00,0.00,62.40,,168.00
8/8/2024 9:50:00 PM,8/8/2024 5:50:00 PM,PJM_RTO,REG,2.46,2.46,2.46,0.00,525.00,528.10,528.10,362.50,0.00,0.00,62.40,,168.00
8/8/2024 9:55:00 PM,8/8/2024 5:55:00 PM,PJM_RTO,REG,20.52,20.52,20.52,0.00,525.00,528.10,528.10,362.50,0.00,0.00,62.40,,168.00
8/8/2024 10:00:00 PM,8/8/2024 6:00:00 PM,PJM_RTO,REG,10.36,10.36,10.36,0.00,800.00,801.20,801.20,359.10,0.00,0.00,102.60,,211.00
8/8/2024 10:05:00 PM,8/8/2024 6:05:00 PM,PJM_RTO,REG,9.00,9.00,9.00,0.00,800.00,801.20,801.20,359.10,0.00,0.00,102.60,,211.00
8/8/2024 10:10:00 PM,8/8/2024 6:10:00 PM,PJM_RTO,REG,9.65,9.65,9.65,0.00,800.00,801.20,801.20,359.10,0.00,0.00,102.60,,211.00
8/8/2024 10:15:00 PM,8/8/2024 6:15:00 PM,PJM_RTO,REG,4.35,4.35,4.35,0.00,800.00,801.20,801.20,359.10,0.00,0.00,102.60,,211.00
8/8/2024 10:20:00 PM,8/8/2024 6:20:00 PM,PJM_RTO,REG,21.13,21.13,21.13,0.00,800.00,801.20,801.20,359.10,0.00,0.00,102.60,,211.00
8/8/2024 10:25:00 PM,8/8/2024 6:25:00 PM,PJM_RTO,REG,5.60,5.60,5.60,0.00,800.00,801.20,801.20,359.10,0.00,0.00,102.60,,211.00
8/8/2024 10:30:00 PM,8/8/2024 6:30:00 PM,PJM_RTO,REG,8.87,8.87,8.87,0.00,800.00,801.20,801.20,359.10,0.00,0.00,102.60,,211.00
8/8/2024 10:35:00 PM,8/8/2024 6:35:00 PM,PJM_RTO,REG,14.21,14.21,14.21,0.00,800.00,801.20,801.20,359.10,0.00,0.00,102.60,,211.00
8/8/2024 10:40:00 PM,8/8/2024 6:40:00 PM,PJM_RTO,REG,9.77,9.77,9.77,0.00,800.00,801.20,801.20,359.10,0.00,0.00,102.60,,211.00
8/8/2024 10:45:00 PM,8/8/2024 6:45:00 PM,PJM_RTO,REG,9.11,9.11,9.11,0.00,800.00,801.20,801.20,359.10,0.00,0.00,102.60,,211.00
8/8/2024 10:50:00 PM,8/8/2024 6:50:00 PM,PJM_RTO,REG,12.01,12.01,12.01,0.00,800.00,801.20,801.20,359.10,0.00,0.00,102.60,,211.00
8/8/2024 10:55:00 PM,8/8/2024 6:55:00 PM,PJM_RTO,REG,83.29,83.29,83.29,0.00,800.00,801.20,801.20,359.10,0.00,0.00,102.60,,211.00
8/8/2024 11:00:00 PM,8/8/2024 7:00:00 PM,PJM_RTO,REG,9.84,9.84,9.84,0.00,800.00,800.30,800.30,361.50,0.00,0.00,98.90,,207.20
8/8/2024 11:05:00 PM,8/8/2024 7:05:00 PM,PJM_RTO,REG,6.97,6.97,6.97,0.00,800.00,800.30,800.30,361.50,0.00,0.00,98.90,,207.20
8/8/2024 11:10:00 PM,8/8/2024 7:10:00 PM,PJM_RTO,REG,11.31,11.31,11.31,0.00,800.00,800.30,800.30,361.50,0.00,0.00,98.90,,207.20
8/8/2024 11:15:00 PM,8/8/2024 7:15:00 PM,PJM_RTO,REG,15.92,15.92,15.92,0.00,800.00,800.30,800.30,361.50,0.00,0.00,98.90,,207.20
8/8/2024 11:20:00 PM,8/8/2024 7:20:00 PM,PJM_RTO,REG,10.79,10.79,10.79,0.00,800.00,800.30,800.30,361.50,0.00,0.00,98.90,,207.20
8/8/2024 11:25:00 PM,8/8/2024 7:25:00 PM,PJM_RTO,REG,11.54,11.54,11.54,0.00,800.00,800.30,800.30,361.50,0.00,0.00,98.90,,207.20
8/8/2024 11:30:00 PM,8/8/2024 7:30:00 PM,PJM_RTO,REG,10.55,10.55,10.55,0.00,800.00,800.30,800.30,361.50,0.00,0.00,98.90,,207.20
8/8/2024 11:35:00 PM,8/8/2024 7:35:00 PM,PJM_RTO,REG,10.76,10.76,10.76,0.00,800.00,800.30,800.30,361.50,0.00,0.00,98.90,,207.20
