datetime_beginning_utc,datetime_beginning_ept,locale,service,mcp,mcp_capped,reg_ccp,reg_pcp,as_req_mw,total_mw,as_mw,ss_mw,tier1_mw,ircmwt2,dsr_as_mw,nsr_mw,regd_mw
8/1/2024 4:00:00 AM,8/1/2024 12:00:00 AM,PJM_RTO,REG,22.28,22.28,21.46,0.81,800.00,698.00,698.00,475.20,0.00,0.00,77.10,,220.80
8/1/2024 4:05:00 AM,8/1/2024 12:05:00 AM,PJM_RTO,REG,18.43,18.43,15.55,2.88,800.00,684.10,684.10,475.20,0.00,0.00,77.10,,220.80
8/1/2024 4:10:00 AM,8/1/2024 12:10:00 AM,PJM_RTO,REG,26.51,26.51,24.35,2.17,800.00,800.40,800.40,475.20,0.00,0.00,77.10,,204.60
8/1/2024 4:15:00 AM,8/1/2024 12:15:00 AM,PJM_RTO,REG,23.96,23.96,23.19,0.77,800.00,800.40,800.40,475.20,0.00,0.00,77.10,,204.60
8/1/2024 4:20:00 AM,8/1/2024 12:20:00 AM,PJM_RTO,REG,24.15,24.15,22.75,1.39,800.00,800.40,800.40,475.20,0.00,0.00,77.10,,204.60
8/1/2024 4:25:00 AM,8/1/2024 12:25:00 AM,PJM_RTO,REG,24.38,24.38,21.17,3.21,800.00,800.40,800.40,475.20,0.00,0.00,77.10,,204.60
8/1/2024 4:30:00 AM,8/1/2024 12:30:00 AM,PJM_RTO,REG,21.97,21.97,20.76,1.21,800.00,800.40,800.40,475.20,0.00,0.00,77.10,,204.60
8/1/2024 4:35:00 AM,8/1/2024 12:35:00 AM,PJM_RTO,REG,21.41,21.41,19.56,1.86,800.00,800.40,800.40,475.20,0.00,0.00,77.10,,204.60
8/1/2024 4:40:00 AM,8/1/2024 12:40:00 AM,PJM_RTO,REG,21.36,21.36,19.64,1.72,800.00,800.40,800.40,475.20,0.00,0.00,77.10,,204.60
8/1/2024 4:45:00 AM,8/1/2024 12:45:00 AM,PJM_RTO,REG,21.17,21.17,20.53,0.65,800.00,800.40,800.40,475.20,0.00,0.00,77.10,,204.60
8/1/2024 4:50:00 AM,8/1/2024 12:50:00 AM,PJM_RTO,REG,18.74,18.74,18.61,0.12,800.00,800.40,800.40,475.20,0.00,0.00,77.10,,204.60
8/1/2024 4:55:00 AM,8/1/2024 12:55:00 AM,PJM_RTO,REG,21.76,21.76,21.35,0.41,800.00,800.40,800.40,475.20,0.00,0.00,77.10,,204.60
8/1/2024 5:00:00 AM,8/1/2024 1:00:00 AM,PJM_RTO,REG,14.76,14.76,13.59,1.17,525.00,525.00,525.00,370.20,0.00,0.00,57.00,,192.20
8/1/2024 5:05:00 AM,8/1/2024 1:05:00 AM,PJM_RTO,REG,15.99,15.99,9.09,6.90,525.00,525.00,525.00,370.20,0.00,0.00,57.00,,192.20
8/1/2024 5:10:00 AM,8/1/2024 1:10:00 AM,PJM_RTO,REG,15.37,15.37,11.64,3.72,525.00,525.00,525.00,370.20,0.00,0.00,57.00,,192.20
8/1/2024 5:15:00 AM,8/1/2024 1:15:00 AM,PJM_RTO,REG,18.13,18.13,13.97,4.15,525.00,525.00,525.00,370.20,0.00,0.00,57.00,,192.20
8/1/2024 5:20:00 AM,8/1/2024 1:20:00 AM,PJM_RTO,REG,14.67,14.67,12.90,1.77,525.00,525.00,525.00,370.20,0.00,0.00,57.00,,192.20
8/1/2024 5:25:00 AM,8/1/2024 1:25:00 AM,PJM_RTO,REG,17.58,17.58,12.97,4.61,525.00,525.00,525.00,370.20,0.00,0.00,57.00,,192.20
8/1/2024 5:30:00 AM,8/1/2024 1:30:00 AM,PJM_RTO,REG,13.31,13.31,11.95,1.35,525.00,525.00,525.00,370.20,0.00,0.00,57.00,,192.20
8/1/2024 5:35:00 AM,8/1/2024 1:35:00 AM,PJM_RTO,REG,19.38,19.38,15.05,4.33,525.00,525.00,525.00,370.20,0.00,0.00,57.00,,192.20
8/1/2024 5:40:00 AM,8/1/2024 1:40:00 AM,PJM_RTO,REG,15.82,15.82,14.15,1.67,525.00,525.00,525.00,370.20,0.00,0.00,57.00,,192.20
8/1/2024 5:45:00 AM,8/1/2024 1:45:00 AM,PJM_RTO,REG,12.96,12.96,12.24,0.72,525.00,525.00,525.00,370.20,0.00,0.00,57.00,,192.20
8/1/2024 5:50:00 AM,8/1/2024 1:50:00 AM,PJM_RTO,REG,13.08,13.08,13.08,0.00,525.00,525.00,525.00,370.20,0.00,0.00,57.00,,192.20
8/1/2024 5:55:00 AM,8/1/2024 1:55:00 AM,PJM_RTO,REG,13.54,13.54,12.90,0.64,525.00,525.00,525.00,370.20,0.00,0.00,57.00,,192.20
8/1/2024 6:00:00 AM,8/1/2024 2:00:00 AM,PJM_RTO,REG,13.21,13.21,12.28,0.94,525.00,525.00,525.00,434.20,0.00,0.00,36.70,,185.50
8/1/2024 6:05:00 AM,8/1/2024 2:05:00 AM,PJM_RTO,REG,22.25,22.25,19.24,3.02,525.00,525.00,525.00,434.20,0.00,0.00,36.70,,185.50
8/1/2024 6:10:00 AM,8/1/2024 2:10:00 AM,PJM_RTO,REG,17.51,17.51,15.52,1.99,525.00,525.00,525.00,434.20,0.00,0.00,36.70,,185.50
8/1/2024 6:15:00 AM,8/1/2024 2:15:00 AM,PJM_RTO,REG,18.41,18.41,16.25,2.16,525.00,525.00,525.00,434.20,0.00,0.00,36.70,,185.50
8/1/2024 6:20:00 AM,8/1/2024 2:20:00 AM,PJM_RTO,REG,16.41,16.41,14.29,2.12,525.00,525.00,525.00,434.20,0.00,0.00,36.70,,185.50
8/1/2024 6:25:00 AM,8/1/2024 2:25:00 AM,PJM_RTO,REG,18.31,18.31,15.75,2.56,525.00,525.00,525.00,434.20,0.00,0.00,36.70,,185.50
8/1/2024 6:30:00 AM,8/1/2024 2:30:00 AM,PJM_RTO,REG,17.00,17.00,15.41,1.59,525.00,525.00,525.00,434.20,0.00,0.00,36.70,,185.50
8/1/2024 6:35:00 AM,8/1/2024 2:35:00 AM,PJM_RTO,REG,17.35,17.35,15.27,2.08,525.00,525.00,525.00,434.20,0.00,0.00,36.70,,185.50
8/1/2024 6:40:00 AM,8/1/2024 2:40:00 AM,PJM_RTO,REG,22.19,22.19,19.28,2.90,525.00,525.00,525.00,434.20,0.00,0.00,36.70,,185.50
8/1/2024 6:45:00 AM,8/1/2024 2:45:00 AM,PJM_RTO,REG,20.23,20.23,20.23,0.00,525.00,525.00,525.00,434.20,0.00,0.00,36.70,,185.50
8/1/2024 6:50:00 AM,8/1/2024 2:50:00 AM,PJM_RTO,REG,19.19,19.19,19.19,0.00,525.00,525.00,525.00,434.20,0.00,0.00,36.70,,185.50
8/1/2024 6:55:00 AM,8/1/2024 2:55:00 AM,PJM_RTO,REG,19.77,19.77,18.67,1.10,525.00,525.00,525.00,434.20,0.00,0.00,36.70,,185.50
8/1/2024 7:00:00 AM,8/1/2024 3:00:00 AM,PJM_RTO,REG,7.93,7.93,7.89,0.04,525.00,525.00,525.00,435.10,0.00,0.00,33.60,,181.00
8/1/2024 7:05:00 AM,8/1/2024 3:05:00 AM,PJM_RTO,REG,6.88,6.88,6.62,0.26,525.00,525.00,525.00,435.10,0.00,0.00,33.60,,181.00
8/1/2024 7:10:00 AM,8/1/2024 3:10:00 AM,PJM_RTO,REG,6.74,6.74,6.62,0.11,525.00,525.00,525.00,435.10,0.00,0.00,33.60,,181.00
8/1/2024 7:15:00 AM,8/1/2024 3:15:00 AM,PJM_RTO,REG,6.71,6.71,6.62,0.09,525.00,525.00,525.00,435.10,0.00,0.00,33.60,,181.00
8/1/2024 7:20:00 AM,8/1/2024 3:20:00 AM,PJM_RTO,REG,6.93,6.93,6.75,0.17,525.00,525.00,525.00,435.10,0.00,0.00,33.60,,181.00
8/1/2024 7:25:00 AM,8/1/2024 3:25:00 AM,PJM_RTO,REG,8.41,8.41,8.35,0.06,525.00,525.00,525.00,435.10,0.00,0.00,33.60,,181.00
8/1/2024 7:30:00 AM,8/1/2024 3:30:00 AM,PJM_RTO,REG,9.18,9.18,9.14,0.03,525.00,525.00,525.00,435.10,0.00,0.00,33.60,,181.00
8/1/2024 7:35:00 AM,8/1/2024 3:35:00 AM,PJM_RTO,REG,7.91,7.91,7.88,0.03,525.00,525.00,525.00,435.10,0.00,0.00,33.60,,181.00
8/1/2024 7:40:00 AM,8/1/2024 3:40:00 AM,PJM_RTO,REG,10.00,10.00,9.97,0.03,525.00,525.00,525.00,435.10,0.00,0.00,33.60,,181.00
8/1/2024 7:45:00 AM,8/1/2024 3:45:00 AM,PJM_RTO,REG,18.97,18.97,18.97,0.00,525.00,525.00,525.00,435.10,0.00,0.00,33.60,,181.00
8/1/2024 7:50:00 AM,8/1/2024 3:50:00 AM,PJM_RTO,REG,15.68,15.68,15.66,0.02,525.00,525.00,525.00,435.10,0.00,0.00,33.60,,181.00
8/1/2024 7:55:00 AM,8/1/2024 3:55:00 AM,PJM_RTO,REG,18.84,18.84,18.79,0.05,525.00,525.00,525.00,435.10,0.00,0.00,33.60,,181.00
8/1/2024 8:00:00 AM,8/1/2024 4:00:00 AM,PJM_RTO,REG,12.96,12.96,12.88,0.08,525.00,525.00,525.00,417.90,0.00,0.00,57.10,,192.30
8/1/2024 8:05:00 AM,8/1/2024 4:05:00 AM,PJM_RTO,REG,8.89,8.89,8.81,0.08,525.00,525.00,525.00,417.90,0.00,0.00,57.10,,192.30
8/1/2024 8:10:00 AM,8/1/2024 4:10:00 AM,PJM_RTO,REG,10.96,10.96,10.89,0.06,525.00,525.00,525.00,417.90,0.00,0.00,57.10,,192.30
8/1/2024 8:15:00 AM,8/1/2024 4:15:00 AM,PJM_RTO,REG,10.94,10.94,10.94,0.00,525.00,525.00,525.00,417.90,0.00,0.00,57.10,,192.30
8/1/2024 8:20:00 AM,8/1/2024 4:20:00 AM,PJM_RTO,REG,11.74,11.74,11.69,0.05,525.00,525.00,525.00,417.90,0.00,0.00,57.10,,192.30
8/1/2024 8:25:00 AM,8/1/2024 4:25:00 AM,PJM_RTO,REG,9.14,9.14,9.02,0.13,525.00,525.00,525.00,417.90,0.00,0.00,57.10,,192.30
8/1/2024 8:30:00 AM,8/1/2024 4:30:00 AM,PJM_RTO,REG,9.30,9.30,9.16,0.14,525.00,525.00,525.00,417.90,0.00,0.00,57.10,,192.30
8/1/2024 8:35:00 AM,8/1/2024 4:35:00 AM,PJM_RTO,REG,8.76,8.76,8.75,0.01,525.00,525.00,525.00,417.90,0.00,0.00,57.10,,192.30
8/1/2024 8:40:00 AM,8/1/2024 4:40:00 AM,PJM_RTO,REG,10.22,10.22,10.17,0.05,525.00,525.00,525.00,417.90,0.00,0.00,57.10,,192.30
8/1/2024 8:45:00 AM,8/1/2024 4:45:00 AM,PJM_RTO,REG,7.82,7.82,7.75,0.06,525.00,525.00,525.00,417.90,0.00,0.00,57.10,,192.30
8/1/2024 8:50:00 AM,8/1/2024 4:50:00 AM,PJM_RTO,REG,6.62,6.62,6.62,0.00,525.00,525.00,525.00,417.90,0.00,0.00,57.10,,192.30
8/1/2024 8:55:00 AM,8/1/2024 4:55:00 AM,PJM_RTO,REG,7.77,7.77,7.77,0.00,525.00,525.00,525.00,417.90,0.00,0.00,57.10,,192.30
8/1/2024 9:00:00 AM,8/1/2024 5:00:00 AM,PJM_RTO,REG,20.72,20.72,20.72,0.00,800.00,800.00,800.00,488.40,0.00,0.00,69.90,,194.70
8/1/2024 9:05:00 AM,8/1/2024 5:05:00 AM,PJM_RTO,REG,21.43,21.43,18.80,2.64,800.00,800.00,800.00,488.40,0.00,0.00,69.90,,194.70
8/1/2024 9:10:00 AM,8/1/2024 5:10:00 AM,PJM_RTO,REG,188.83,188.83,188.83,0.00,800.00,800.00,800.00,488.40,0.00,0.00,69.90,,194.70
8/1/2024 9:15:00 AM,8/1/2024 5:15:00 AM,PJM_RTO,REG,16.78,16.78,13.99,2.79,800.00,800.00,800.00,488.40,0.00,0.00,69.90,,194.70
8/1/2024 9:20:00 AM,8/1/2024 5:20:00 AM,PJM_RTO,REG,17.72,17.72,12.96,4.76,800.00,800.00,800.00,488.40,0.00,0.00,69.90,,194.70
8/1/2024 9:25:00 AM,8/1/2024 5:25:00 AM,PJM_RTO,REG,17.13,17.13,16.39,0.74,800.00,800.00,800.00,488.40,0.00,0.00,69.90,,194.70
8/1/2024 9:30:00 AM,8/1/2024 5:30:00 AM,PJM_RTO,REG,12.58,12.58,12.58,0.00,800.00,800.00,800.00,488.40,0.00,0.00,69.90,,194.70
8/1/2024 9:35:00 AM,8/1/2024 5:35:00 AM,PJM_RTO,REG,13.68,13.68,10.43,3.25,800.00,800.00,800.00,488.40,0.00,0.00,69.90,,194.70
8/1/2024 9:40:00 AM,8/1/2024 5:40:00 AM,PJM_RTO,REG,15.17,15.17,11.09,4.08,800.00,800.00,800.00,488.40,0.00,0.00,69.90,,194.70
8/1/2024 9:45:00 AM,8/1/2024 5:45:00 AM,PJM_RTO,REG,29.19,29.19,29.13,0.07,800.00,800.00,800.00,488.40,0.00,0.00,69.90,,194.70
8/1/2024 9:50:00 AM,8/1/2024 5:50:00 AM,PJM_RTO,REG,13.17,13.17,13.17,0.00,800.00,800.00,800.00,488.40,0.00,0.00,69.90,,194.70
8/1/2024 9:55:00 AM,8/1/2024 5:55:00 AM,PJM_RTO,REG,16.72,16.72,16.72,0.00,800.00,800.00,800.00,488.40,0.00,0.00,69.90,,194.70
8/1/2024 10:00:00 AM,8/1/2024 6:00:00 AM,PJM_RTO,REG,20.94,20.94,20.40,0.54,800.00,800.00,800.00,525.10,0.00,0.00,64.80,,197.50
8/1/2024 10:05:00 AM,8/1/2024 6:05:00 AM,PJM_RTO,REG,20.71,20.71,19.22,1.49,800.00,800.00,800.00,525.10,0.00,0.00,64.80,,197.50
8/1/2024 10:10:00 AM,8/1/2024 6:10:00 AM,PJM_RTO,REG,21.13,21.13,20.65,0.47,800.00,800.00,800.00,525.10,0.00,0.00,64.80,,197.50
8/1/2024 10:15:00 AM,8/1/2024 6:15:00 AM,PJM_RTO,REG,19.21,19.21,18.56,0.65,800.00,800.00,800.00,525.10,0.00,0.00,64.80,,197.50
8/1/2024 10:20:00 AM,8/1/2024 6:20:00 AM,PJM_RTO,REG,19.93,19.93,18.61,1.32,800.00,800.00,800.00,525.10,0.00,0.00,64.80,,197.50
8/1/2024 10:25:00 AM,8/1/2024 6:25:00 AM,PJM_RTO,REG,18.12,18.12,16.33,1.78,800.00,800.00,800.00,525.10,0.00,0.00,64.80,,197.50
8/1/2024 10:30:00 AM,8/1/2024 6:30:00 AM,PJM_RTO,REG,16.70,16.70,16.53,0.17,800.00,800.00,800.00,525.10,0.00,0.00,64.80,,197.50
8/1/2024 10:35:00 AM,8/1/2024 6:35:00 AM,PJM_RTO,REG,19.39,19.39,18.78,0.62,800.00,800.00,800.00,525.10,0.00,0.00,64.80,,197.50
8/1/2024 10:40:00 AM,8/1/2024 6:40:00 AM,PJM_RTO,REG,19.66,19.66,19.04,0.62,800.00,800.00,800.00,525.10,0.00,0.00,64.80,,197.50
8/1/2024 10:45:00 AM,8/1/2024 6:45:00 AM,PJM_RTO,REG,18.59,18.59,18.59,0.00,800.00,795.90,795.90,519.90,0.00,0.00,59.20,,193.80
8/1/2024 10:50:00 AM,8/1/2024 6:50:00 AM,PJM_RTO,REG,19.35,19.35,19.35,0.00,800.00,795.90,795.90,519.90,0.00,0.00,59.20,,193.80
8/1/2024 10:55:00 AM,8/1/2024 6:55:00 AM,PJM_RTO,REG,24.20,24.20,24.13,0.07,800.00,795.90,795.90,519.90,0.00,0.00,59.20,,193.80
8/1/2024 11:00:00 AM,8/1/2024 7:00:00 AM,PJM_RTO,REG,7.63,7.63,7.40,0.23,800.00,795.90,795.90,516.80,0.00,0.00,62.80,,193.60
8/1/2024 11:05:00 AM,8/1/2024 7:05:00 AM,PJM_RTO,REG,10.32,10.32,8.93,1.39,800.00,795.90,795.90,516.80,0.00,0.00,62.80,,193.60
8/1/2024 11:10:00 AM,8/1/2024 7:10:00 AM,PJM_RTO,REG,8.26,8.26,7.22,1.05,800.00,795.90,795.90,516.80,0.00,0.00,62.80,,193.60
8/1/2024 11:15:00 AM,8/1/2024 7:15:00 AM,PJM_RTO,REG,13.61,13.61,11.91,1.70,800.00,795.90,795.90,516.80,0.00,0.00,62.80,,193.60
8/1/2024 11:20:00 AM,8/1/2024 7:20:00 AM,PJM_RTO,REG,148.39,148.39,146.54,1.86,800.00,795.90,795.90,516.80,0.00,0.00,62.80,,193.60
8/1/2024 11:25:00 AM,8/1/2024 7:25:00 AM,PJM_RTO,REG,29.63,29.63,29.48,0.15,800.00,764.40,764.40,516.80,0.00,0.00,62.80,,193.60
8/1/2024 11:30:00 AM,8/1/2024 7:30:00 AM,PJM_RTO,REG,41.58,41.58,40.50,1.08,800.00,790.30,790.30,516.80,0.00,0.00,62.80,,193.60
8/1/2024 11:35:00 AM,8/1/2024 7:35:00 AM,PJM_RTO,REG,69.29,69.29,67.98,1.31,800.00,790.30,790.30,516.80,0.00,0.00,62.80,,193.60
8/1/2024 11:40:00 AM,8/1/2024 7:40:00 AM,PJM_RTO,REG,29.56,29.56,27.23,2.33,800.00,790.30,790.30,516.80,0.00,0.00,62.80,,193.60
8/1/2024 11:45:00 AM,8/1/2024 7:45:00 AM,PJM_RTO,REG,18.37,18.37,15.98,2.39,800.00,790.30,790.30,516.80,0.00,0.00,62.80,,193.60
8/1/2024 11:50:00 AM,8/1/2024 7:50:00 AM,PJM_RTO,REG,22.69,22.69,22.69,0.00,800.00,790.30,790.30,516.80,0.00,0.00,62.80,,193.60
8/1/2024 11:55:00 AM,8/1/2024 7:55:00 AM,PJM_RTO,REG,14.41,14.41,14.39,0.02,800.00,790.30,790.30,516.80,0.00,0.00,62.80,,193.60
8/1/2024 12:00:00 PM,8/1/2024 8:00:00 AM,PJM_RTO,REG,17.91,17.91,15.27,2.64,800.00,780.40,780.40,414.90,0.00,0.00,60.10,,192.70
8/1/2024 12:05:00 PM,8/1/2024 8:05:00 AM,PJM_RTO,REG,28.67,28.67,27.11,1.56,800.00,780.40,780.40,414.90,0.00,0.00,60.10,,192.70
8/1/2024 12:10:00 PM,8/1/2024 8:10:00 AM,PJM_RTO,REG,31.64,31.64,30.58,1.06,800.00,780.40,780.40,414.90,0.00,0.00,60.10,,192.70
8/1/2024 12:15:00 PM,8/1/2024 8:15:00 AM,PJM_RTO,REG,27.90,27.90,26.57,1.33,800.00,780.40,780.40,414.90,0.00,0.00,60.10,,192.70
8/1/2024 12:20:00 PM,8/1/2024 8:20:00 AM,PJM_RTO,REG,24.31,24.31,23.52,0.79,800.00,780.40,780.40,414.90,0.00,0.00,60.10,,192.70
8/1/2024 12:25:00 PM,8/1/2024 8:25:00 AM,PJM_RTO,REG,29.67,29.67,29.65,0.02,800.00,780.40,780.40,414.90,0.00,0.00,60.10,,192.70
8/1/2024 12:30:00 PM,8/1/2024 8:30:00 AM,PJM_RTO,REG,31.78,31.78,29.18,2.60,800.00,775.00,775.00,415.30,0.00,0.00,60.30,,187.70
8/1/2024 12:35:00 PM,8/1/2024 8:35:00 AM,PJM_RTO,REG,37.70,37.70,36.73,0.96,800.00,775.00,775.00,415.30,0.00,0.00,60.30,,187.70
8/1/2024 12:40:00 PM,8/1/2024 8:40:00 AM,PJM_RTO,REG,39.28,39.28,38.15,1.12,800.00,775.00,775.00,415.30,0.00,0.00,60.30,,187.70
8/1/2024 12:45:00 PM,8/1/2024 8:45:00 AM,PJM_RTO,REG,26.57,26.57,25.79,0.78,800.00,775.00,775.00,415.30,0.00,0.00,60.30,,187.70
8/1/2024 12:50:00 PM,8/1/2024 8:50:00 AM,PJM_RTO,REG,28.53,28.53,28.53,0.00,800.00,775.00,775.00,415.30,0.00,0.00,60.30,,187.70
8/1/2024 12:55:00 PM,8/1/2024 8:55:00 AM,PJM_RTO,REG,25.64,25.64,25.64,0.00,800.00,775.00,775.00,415.30,0.00,0.00,60.30,,187.70
8/1/2024 1:00:00 PM,8/1/2024 9:00:00 AM,PJM_RTO,REG,30.33,30.33,29.09,1.24,800.00,795.30,795.30,421.20,0.00,0.00,56.50,,195.20
8/1/2024 1:05:00 PM,8/1/2024 9:05:00 AM,PJM_RTO,REG,33.15,33.15,30.92,2.24,800.00,795.30,795.30,421.20,0.00,0.00,56.50,,195.20
8/1/2024 1:10:00 PM,8/1/2024 9:10:00 AM,PJM_RTO,REG,32.32,32.32,30.38,1.95,800.00,795.30,795.30,421.20,0.00,0.00,56.50,,195.20
8/1/2024 1:15:00 PM,8/1/2024 9:15:00 AM,PJM_RTO,REG,38.64,38.64,37.32,1.32,800.00,795.30,795.30,421.20,0.00,0.00,56.50,,195.20
8/1/2024 1:20:00 PM,8/1/2024 9:20:00 AM,PJM_RTO,REG,37.55,37.55,33.46,4.09,800.00,795.30,795.30,421.20,0.00,0.00,56.50,,195.20
8/1/2024 1:25:00 PM,8/1/2024 9:25:00 AM,PJM_RTO,REG,276.04,276.04,274.44,1.61,800.00,795.30,795.30,421.20,0.00,0.00,56.50,,195.20
8/1/2024 1:30:00 PM,8/1/2024 9:30:00 AM,PJM_RTO,REG,149.92,149.92,148.02,1.91,800.00,795.30,795.30,421.20,0.00,0.00,56.50,,195.20
8/1/2024 1:35:00 PM,8/1/2024 9:35:00 AM,PJM_RTO,REG,235.20,235.20,232.81,2.39,800.00,795.30,795.30,421.20,0.00,0.00,56.50,,195.20
8/1/2024 1:40:00 PM,8/1/2024 9:40:00 AM,PJM_RTO,REG,443.62,443.62,441.35,2.27,800.00,795.30,795.30,421.20,0.00,0.00,56.50,,195.20
8/1/2024 1:45:00 PM,8/1/2024 9:45:00 AM,PJM_RTO,REG,833.16,833.16,831.55,1.61,800.00,795.30,795.30,421.20,0.00,0.00,56.50,,195.20
8/1/2024 1:50:00 PM,8/1/2024 9:50:00 AM,PJM_RTO,REG,715.77,715.77,714.35,1.43,800.00,795.30,795.30,421.20,0.00,0.00,56.50,,195.20
8/1/2024 1:55:00 PM,8/1/2024 9:55:00 AM,PJM_RTO,REG,250.38,250.38,247.39,2.98,800.00,795.30,795.30,421.20,0.00,0.00,56.50,,195.20
8/1/2024 2:00:00 PM,8/1/2024 10:00:00 AM,PJM_RTO,REG,38.35,38.35,34.88,3.47,800.00,774.30,774.30,402.60,0.00,0.00,34.40,,183.60
8/1/2024 2:05:00 PM,8/1/2024 10:05:00 AM,PJM_RTO,REG,37.69,37.69,36.12,1.58,800.00,774.30,774.30,402.60,0.00,0.00,34.40,,183.60
8/1/2024 2:10:00 PM,8/1/2024 10:10:00 AM,PJM_RTO,REG,31.48,31.48,31.37,0.12,800.00,765.20,765.20,402.60,0.00,0.00,34.40,,183.60
8/1/2024 2:15:00 PM,8/1/2024 10:15:00 AM,PJM_RTO,REG,31.45,31.45,30.88,0.57,800.00,765.20,765.20,402.60,0.00,0.00,34.40,,183.60
8/1/2024 2:20:00 PM,8/1/2024 10:20:00 AM,PJM_RTO,REG,34.22,34.22,30.96,3.26,800.00,765.20,765.20,402.60,0.00,0.00,34.40,,183.60
8/1/2024 2:25:00 PM,8/1/2024 10:25:00 AM,PJM_RTO,REG,30.30,30.30,29.11,1.19,800.00,765.20,765.20,402.60,0.00,0.00,34.40,,183.60
8/1/2024 2:30:00 PM,8/1/2024 10:30:00 AM,PJM_RTO,REG,60.69,60.69,56.56,4.13,800.00,758.80,758.80,402.60,0.00,0.00,34.40,,178.20
8/1/2024 2:35:00 PM,8/1/2024 10:35:00 AM,PJM_RTO,REG,46.48,46.48,44.94,1.53,800.00,758.80,758.80,402.60,0.00,0.00,34.40,,178.20
8/1/2024 2:40:00 PM,8/1/2024 10:40:00 AM,PJM_RTO,REG,45.58,45.58,44.46,1.12,800.00,758.80,758.80,402.60,0.00,0.00,34.40,,178.20
8/1/2024 2:45:00 PM,8/1/2024 10:45:00 AM,PJM_RTO,REG,45.26,45.26,42.82,2.44,800.00,758.80,758.80,402.60,0.00,0.00,34.40,,178.20
8/1/2024 2:50:00 PM,8/1/2024 10:50:00 AM,PJM_RTO,REG,38.84,38.84,36.51,2.33,800.00,758.80,758.80,402.60,0.00,0.00,34.40,,178.20
8/1/2024 2:55:00 PM,8/1/2024 10:55:00 AM,PJM_RTO,REG,30.68,30.68,30.57,0.10,800.00,758.80,758.80,402.60,0.00,0.00,34.40,,178.20
8/1/2024 3:00:00 PM,8/1/2024 11:00:00 AM,PJM_RTO,REG,129.73,129.73,129.67,0.05,800.00,800.80,800.80,416.60,0.00,0.00,45.20,,200.90
8/1/2024 3:05:00 PM,8/1/2024 11:05:00 AM,PJM_RTO,REG,204.12,204.12,203.71,0.41,800.00,800.80,800.80,416.60,0.00,0.00,45.20,,200.90
8/1/2024 3:10:00 PM,8/1/2024 11:10:00 AM,PJM_RTO,REG,264.90,264.90,264.63,0.26,800.00,786.00,786.00,401.80,0.00,0.00,45.20,,200.90
8/1/2024 3:15:00 PM,8/1/2024 11:15:00 AM,PJM_RTO,REG,66.96,66.96,59.73,7.23,800.00,786.00,786.00,401.80,0.00,0.00,45.20,,200.90
8/1/2024 3:20:00 PM,8/1/2024 11:20:00 AM,PJM_RTO,REG,479.20,479.20,478.81,0.40,800.00,786.00,786.00,401.80,0.00,0.00,45.20,,200.90
8/1/2024 3:25:00 PM,8/1/2024 11:25:00 AM,PJM_RTO,REG,351.66,351.66,351.14,0.53,800.00,786.00,786.00,401.80,0.00,0.00,45.20,,200.90
8/1/2024 3:30:00 PM,8/1/2024 11:30:00 AM,PJM_RTO,REG,229.34,229.34,226.72,2.62,800.00,786.00,786.00,401.80,0.00,0.00,45.20,,200.90
8/1/2024 3:35:00 PM,8/1/2024 11:35:00 AM,PJM_RTO,REG,72.15,72.15,68.66,3.49,800.00,786.00,786.00,401.80,0.00,0.00,45.20,,200.90
8/1/2024 3:40:00 PM,8/1/2024 11:40:00 AM,PJM_RTO,REG,166.77,166.77,164.69,2.09,800.00,786.00,786.00,401.80,0.00,0.00,45.20,,200.90
8/1/2024 3:45:00 PM,8/1/2024 11:45:00 AM,PJM_RTO,REG,46.89,46.89,46.38,0.51,800.00,778.00,778.00,401.80,0.00,0.00,45.20,,200.90
8/1/2024 3:50:00 PM,8/1/2024 11:50:00 AM,PJM_RTO,REG,46.30,46.30,45.74,0.56,800.00,778.00,778.00,401.80,0.00,0.00,45.20,,200.90
8/1/2024 3:55:00 PM,8/1/2024 11:55:00 AM,PJM_RTO,REG,63.36,63.36,60.99,2.38,800.00,778.00,778.00,401.80,0.00,0.00,45.20,,200.90
8/1/2024 4:00:00 PM,8/1/2024 12:00:00 PM,PJM_RTO,REG,33.06,33.06,28.95,4.11,800.00,800.70,800.70,383.40,0.00,0.00,22.40,,181.40
8/1/2024 4:05:00 PM,8/1/2024 12:05:00 PM,PJM_RTO,REG,33.65,33.65,28.74,4.91,800.00,800.70,800.70,383.40,0.00,0.00,22.40,,181.40
8/1/2024 4:10:00 PM,8/1/2024 12:10:00 PM,PJM_RTO,REG,199.36,199.36,199.35,0.01,800.00,800.70,800.70,383.40,0.00,0.00,22.40,,181.40
8/1/2024 4:15:00 PM,8/1/2024 12:15:00 PM,PJM_RTO,REG,157.33,157.33,151.22,6.11,800.00,800.70,800.70,383.40,0.00,0.00,22.40,,181.40
8/1/2024 4:20:00 PM,8/1/2024 12:20:00 PM,PJM_RTO,REG,100.23,100.23,97.24,2.99,800.00,800.70,800.70,383.40,0.00,0.00,22.40,,181.40
8/1/2024 4:25:00 PM,8/1/2024 12:25:00 PM,PJM_RTO,REG,64.24,64.24,60.03,4.21,800.00,800.70,800.70,383.40,0.00,0.00,22.40,,181.40
